solver_window_ms,user_decision_timeout_ms,time_to_deadline_ms,time_in_force,max_slippage_bps,max_gas_cost_usd,max_hops,has_whitelist,has_blacklist,has_limit_price,optimization_goal,surplus_weight,gas_cost_weight,execution_speed_weight,reputation_weight,require_simulation,input_count,output_count,input_asset_types,output_asset_types,input_value_usd,expected_output_value_usd,benchmark_source,benchmark_confidence,expected_gas_usd,expected_slippage_bps,has_nlp_input,nlp_confidence,client_platform,tag_count,strategy,actual_surplus_usd,actual_surplus_pct,actual_price_impact,primary_category,sub_category,detected_priority,complexity_level,risk_level,surplus_usd_weight,surplus_pct_weight,price_impact_weight,gas_cost_weight,gas_efficiency_weight,total_cost_weight,success_rate_weight,reliability_weight,guarantee_weight
10000,600000,410811,good_til_cancel,639,2.41,2,True,True,False,balanced,16,16,26,42,True,1,1,"[""volatile""]","[""stable""]",98187.39,98281.21,internal,0.882,1.67,350,True,0.817,api,1,Reputation-Trust,,,,swap,multi_hop_swap,output,moderate,medium,,,,16,,,0.449,0.366,0.185
30000,120000,546344,good_til_cancel,842,2.6,2,True,True,True,balanced,16,19,30,35,False,2,1,"[""stable"", ""volatile""]","[""native""]",85997.49,86123.98,coingecko,0.808,1.52,197,True,0.802,mobile,3,Reputation-Trust,,,,complex_defi,split_route,balanced,complex,medium,,,,19,,,0.381,0.321,0.298
15000,300000,391005,good_til_cancel,837,2.53,2,True,False,False,balanced,27,14,23,36,True,1,1,"[""stable""]","[""volatile""]",52350.1,53118.03,internal,0.968,1.71,643,True,0.751,telegram,4,Reputation-Trust,,,,limit_order,standard_limit,balanced,complex,high,,,,14,,,0.432,0.321,0.247
5000,120000,169299,good_til_cancel,802,2.21,3,True,True,True,balanced,20,15,23,42,True,1,1,"[""volatile""]","[""native""]",6962.71,6853.31,coingecko,0.975,1.64,556,False,0.0,telegram,3,Reputation-Trust,,,,swap,multi_hop_swap,balanced,complex,medium,,,,15,,,0.416,0.332,0.252
10000,120000,196843,immediate,548,2.28,2,False,False,False,fastest_execution,15,48,12,25,True,2,1,"[""stable"", ""volatile""]","[""stable""]",16110.64,16039.71,coingecko,0.854,1.34,452,False,0.0,telegram,1,Gas-Optimized,,,,swap,simple_swap,cost,simple,medium,,,,48,0.253,0.332,,,
15000,120000,285811,good_til_cancel,752,2.76,4,True,False,False,maximize_output,24,24,7,45,True,1,1,"[""volatile""]","[""stable""]",14472.97,14256.91,internal,0.87,1.62,382,True,0.782,mobile,5,Reputation-Trust,,,,complex_defi,aggregated_swap,balanced,complex,medium,,,,24,,,0.398,0.396,0.206
30000,120000,90959,immediate,827,2.35,2,True,True,False,balanced,15,22,20,43,True,1,1,"[""volatile""]","[""volatile""]",98703.87,98279.17,1inch,0.827,1.24,239,True,0.823,api,5,Reputation-Trust,,,,swap,cross_chain,cost,complex,high,,,,22,,,0.411,0.363,0.226
5000,60000,131188,good_til_cancel,581,2.41,2,True,False,False,minimize_gas,25,41,13,21,False,1,1,"[""volatile""]","[""native""]",11456.93,11472.99,coingecko,0.842,1.74,153,False,0.0,mobile,3,Gas-Optimized,,,,swap,multi_hop_swap,cost,moderate,low,,,,41,0.301,0.251,,,
60000,600000,280939,good_til_cancel,863,2.8,4,False,True,False,fastest_execution,15,21,24,40,True,1,1,"[""native""]","[""stable""]",80184.93,79092.94,internal,0.95,1.54,352,True,0.921,telegram,4,Reputation-Trust,,,,complex_defi,split_route,balanced,moderate,high,,,,21,,,0.376,0.35,0.274
15000,30000,28367,immediate,631,2.33,3,True,False,False,maximize_output,12,43,13,32,True,1,1,"[""stable""]","[""stable""]",4007.41,4003.31,internal,0.912,1.66,274,False,0.0,web,1,Gas-Optimized,,,,complex_defi,split_route,cost,moderate,low,,,,43,0.291,0.225,,,
30000,300000,266955,fill_or_kill,664,2.77,3,True,True,False,balanced,42,10,18,30,True,2,1,"[""native"", ""native""]","[""stable""]",3483.21,3381.0,1inch,0.836,1.58,549,True,0.719,api,2,Surplus-First,472.27,13.97,0.96,swap,cross_chain,output,complex,medium,0.445,0.362,0.193,10,,,,,
60000,120000,530631,fill_or_kill,744,2.61,4,True,True,False,balanced,15,10,33,42,True,2,1,"[""native"", ""stable""]","[""native""]",57287.15,56222.84,paraswap,0.81,1.9,340,False,0.0,mobile,5,Reputation-Trust,,,,complex_defi,multi_token,cost,complex,high,,,,10,,,0.435,0.329,0.236
5000,60000,123405,good_til_cancel,639,2.18,2,True,True,True,minimize_gas,18,48,14,20,True,1,1,"[""native""]","[""stable""]",18610.97,18301.33,internal,0.881,1.69,349,False,0.0,mobile,0,Gas-Optimized,,,,swap,simple_swap,cost,simple,medium,,,,48,0.345,0.238,,,
15000,60000,24695,fill_or_kill,657,2.18,2,True,True,False,minimize_gas,16,50,13,21,True,1,1,"[""native""]","[""volatile""]",537.72,533.66,1inch,0.903,0.69,564,False,0.0,mobile,3,Gas-Optimized,,,,swap,simple_swap,cost,moderate,low,,,,50,0.315,0.213,,,
30000,120000,97934,good_til_cancel,675,2.92,4,True,True,False,maximize_output,43,5,13,39,False,1,1,"[""volatile""]","[""volatile""]",2432.31,2454.67,coingecko,0.727,1.99,51,False,0.0,telegram,2,Surplus-First,877.03,35.73,0.95,swap,cross_chain,output,complex,medium,0.459,0.374,0.167,5,,,,,
5000,600000,315457,good_til_cancel,806,2.8,3,True,False,True,balanced,20,11,32,37,True,1,2,"[""native""]","[""native"", ""volatile""]",81205.22,81134.92,paraswap,0.976,2.22,240,True,0.736,telegram,1,Reputation-Trust,,,,limit_order,standard_limit,cost,complex,high,,,,11,,,0.385,0.356,0.259
3000,300000,291236,good_til_cancel,771,2.49,4,True,True,True,maximize_output,59,7,10,24,False,1,1,"[""native""]","[""volatile""]",8479.91,8464.01,coingecko,0.725,1.19,355,False,0.0,mobile,3,Surplus-First,683.43,8.07,1.63,swap,cross_chain,output,moderate,medium,0.466,0.344,0.19,7,,,,,
10000,120000,227143,good_til_cancel,745,2.21,2,True,True,True,maximize_output,30,10,10,50,False,1,2,"[""volatile""]","[""native"", ""native""]",4913.97,4955.69,paraswap,0.876,1.79,395,True,0.746,mobile,4,Reputation-Trust,,,,complex_defi,aggregated_swap,balanced,moderate,medium,,,,10,,,0.367,0.392,0.241
10000,60000,186523,good_til_cancel,578,2.39,2,True,False,False,balanced,11,57,11,21,True,1,1,"[""stable""]","[""volatile""]",12333.16,12092.72,coingecko,0.844,1.29,383,True,0.859,web,0,Gas-Optimized,,,,swap,multi_hop_swap,balanced,simple,low,,,,57,0.342,0.212,,,
30000,600000,326641,good_til_cancel,895,2.9,3,False,True,True,balanced,21,18,18,43,True,2,1,"[""native"", ""stable""]","[""native""]",43033.37,42401.1,paraswap,0.902,1.97,149,True,0.719,api,0,Reputation-Trust,,,,swap,cross_chain,balanced,complex,medium,,,,18,,,0.4,0.301,0.299
5000,30000,60147,immediate,668,2.42,2,True,False,False,fastest_execution,15,44,20,21,True,1,1,"[""native""]","[""native""]",6848.35,6809.53,1inch,0.971,1.3,437,False,0.0,api,3,Gas-Optimized,,,,limit_order,standard_limit,output,simple,medium,,,,44,0.321,0.21,,,
30000,120000,204890,fill_or_kill,845,2.99,2,True,False,False,fastest_execution,24,24,15,37,True,1,1,"[""stable""]","[""volatile""]",61330.77,60695.74,internal,0.961,1.5,153,False,0.0,api,2,Reputation-Trust,,,,complex_defi,aggregated_swap,balanced,moderate,high,,,,24,,,0.427,0.383,0.19
15000,600000,208728,good_til_cancel,643,2.75,4,False,True,True,balanced,23,14,18,45,False,2,1,"[""native"", ""native""]","[""native""]",1264.63,1246.13,internal,0.982,2.0,348,True,0.701,mobile,5,Reputation-Trust,,,,complex_defi,aggregated_swap,cost,complex,medium,,,,14,,,0.433,0.352,0.215
30000,300000,174068,good_til_cancel,680,2.61,4,True,True,True,maximize_output,46,7,14,33,False,1,1,"[""stable""]","[""stable""]",6860.36,6868.01,coingecko,0.859,1.39,217,False,0.0,telegram,0,Surplus-First,139.88,2.04,1.55,swap,cross_chain,output,complex,medium,0.5,0.37,0.13,7,,,,,
15000,300000,81128,good_til_cancel,823,2.86,3,True,True,True,fastest_execution,25,19,19,37,False,1,2,"[""volatile""]","[""native"", ""volatile""]",74490.84,74842.53,1inch,0.985,1.27,268,True,0.684,telegram,1,Reputation-Trust,,,,complex_defi,split_route,balanced,moderate,high,,,,19,,,0.408,0.379,0.213
15000,120000,352435,immediate,691,2.48,3,True,True,False,maximize_output,18,24,17,41,True,2,1,"[""volatile"", ""stable""]","[""stable""]",83457.87,81040.24,paraswap,0.938,1.73,584,False,0.0,web,4,Reputation-Trust,,,,complex_defi,multi_token,balanced,complex,medium,,,,24,,,0.438,0.318,0.244
5000,60000,252332,good_til_cancel,535,2.01,2,False,False,False,maximize_output,53,9,18,20,False,1,2,"[""volatile""]","[""native"", ""stable""]",24299.97,24453.1,paraswap,0.935,2.24,421,True,0.727,telegram,3,Surplus-First,857.17,3.51,0.49,swap,simple_swap,output,simple,low,0.417,0.341,0.242,9,,,,,
3000,30000,72797,fill_or_kill,638,2.13,3,False,False,False,minimize_gas,18,53,19,10,True,1,1,"[""volatile""]","[""native""]",14502.66,14620.76,internal,0.8,0.52,464,False,0.0,telegram,0,Gas-Optimized,,,,complex_defi,split_route,cost,moderate,medium,,,,53,0.263,0.286,,,
10000,120000,175244,good_til_cancel,539,2.41,2,True,True,False,minimize_gas,14,53,13,20,True,1,1,"[""volatile""]","[""stable""]",169.93,167.92,1inch,0.858,0.83,439,True,0.729,mobile,4,Gas-Optimized,,,,swap,multi_hop_swap,cost,simple,medium,,,,53,0.316,0.204,,,
5000,600000,88076,immediate,888,2.55,4,False,True,True,fastest_execution,23,11,14,52,True,2,1,"[""native"", ""volatile""]","[""stable""]",18520.7,18315.44,internal,0.97,1.26,57,True,0.841,api,0,Reputation-Trust,,,,complex_defi,aggregated_swap,balanced,complex,high,,,,11,,,0.441,0.344,0.215
60000,600000,94647,good_til_cancel,641,2.91,2,True,False,True,maximize_output,29,23,0,48,True,1,1,"[""native""]","[""native""]",93360.33,91788.15,coingecko,0.828,1.58,397,False,0.0,telegram,0,Reputation-Trust,,,,complex_defi,multi_token,balanced,moderate,medium,,,,23,,,0.419,0.32,0.261
5000,60000,138342,fill_or_kill,631,2.16,3,False,True,True,minimize_gas,15,55,14,16,False,1,1,"[""volatile""]","[""stable""]",13240.79,13123.1,internal,0.918,0.95,280,True,0.754,telegram,4,Gas-Optimized,,,,complex_defi,split_route,cost,moderate,low,,,,55,0.298,0.234,,,
10000,120000,294408,good_til_cancel,998,2.77,2,True,False,False,maximize_output,57,14,12,17,True,2,1,"[""stable"", ""volatile""]","[""stable""]",35253.58,35849.19,coingecko,0.989,2.21,156,True,0.827,telegram,0,Surplus-First,484.46,1.35,0.36,complex_defi,multi_token,output,complex,medium,0.429,0.342,0.229,14,,,,,
15000,300000,39340,good_til_cancel,835,2.49,2,False,False,False,balanced,23,16,8,53,True,1,1,"[""native""]","[""stable""]",83405.73,84144.41,1inch,0.912,1.42,286,False,0.0,web,0,Reputation-Trust,,,,swap,multi_hop_swap,balanced,moderate,high,,,,16,,,0.425,0.363,0.212
5000,30000,76094,good_til_cancel,631,2.18,3,False,False,False,minimize_gas,21,45,10,24,True,1,1,"[""stable""]","[""volatile""]",11559.12,11499.51,coingecko,0.957,1.76,94,True,0.904,api,3,Gas-Optimized,,,,complex_defi,aggregated_swap,cost,complex,low,,,,45,0.338,0.213,,,
5000,120000,89359,good_til_cancel,647,2.09,2,True,True,True,minimize_gas,11,48,15,26,False,1,2,"[""volatile""]","[""volatile"", ""stable""]",13939.08,13877.71,paraswap,0.898,1.49,416,True,0.91,api,2,Gas-Optimized,,,,limit_order,standard_limit,cost,moderate,low,,,,48,0.343,0.212,,,
10000,60000,189896,good_til_cancel,529,2.24,2,True,True,False,balanced,57,14,10,19,False,1,1,"[""native""]","[""native""]",22208.52,21856.07,paraswap,0.801,1.98,175,False,0.0,mobile,4,Surplus-First,341.65,1.56,1.5,swap,cross_chain,output,moderate,low,0.481,0.39,0.129,14,,,,,
5000,30000,112640,good_til_cancel,646,2.39,3,True,False,True,minimize_gas,19,58,19,4,False,2,1,"[""native"", ""volatile""]","[""native""]",13551.58,13407.94,coingecko,0.907,0.55,182,False,0.0,api,1,Gas-Optimized,,,,complex_defi,split_route,cost,moderate,low,,,,58,0.314,0.27,,,
10000,30000,124416,immediate,686,2.42,2,True,False,True,balanced,22,51,18,9,True,1,1,"[""native""]","[""stable""]",16974.21,16955.06,coingecko,0.871,0.55,324,True,0.874,api,0,Gas-Optimized,,,,swap,multi_hop_swap,cost,simple,medium,,,,51,0.267,0.26,,,
15000,300000,161173,good_til_cancel,587,2.18,2,True,True,False,maximize_output,43,12,19,26,True,1,1,"[""native""]","[""stable""]",49155.88,49823.46,internal,0.882,1.94,375,True,0.628,web,3,Surplus-First,568.8,1.14,0.47,swap,simple_swap,output,moderate,medium,0.406,0.375,0.219,12,,,,,
15000,300000,140197,good_til_cancel,644,2.24,4,True,True,False,minimize_gas,21,21,6,52,True,1,1,"[""volatile""]","[""stable""]",19783.51,19243.12,paraswap,0.826,1.52,535,True,0.884,web,1,Reputation-Trust,,,,complex_defi,split_route,balanced,complex,medium,,,,21,,,0.438,0.399,0.163
30000,300000,525757,good_til_cancel,895,2.43,2,True,True,True,balanced,16,25,8,51,True,2,2,"[""stable"", ""volatile""]","[""volatile"", ""native""]",68572.74,69808.69,coingecko,0.875,1.82,246,False,0.0,telegram,1,Reputation-Trust,,,,limit_order,stop_loss,cost,moderate,medium,,,,25,,,0.44,0.376,0.184
15000,30000,118470,immediate,684,2.36,3,True,False,True,balanced,21,56,20,3,True,1,2,"[""stable""]","[""native"", ""stable""]",6498.02,6434.88,paraswap,0.817,1.04,567,False,0.0,mobile,0,Gas-Optimized,,,,complex_defi,aggregated_swap,balanced,moderate,medium,,,,56,0.33,0.183,,,
10000,30000,147733,immediate,570,2.4,2,True,False,False,minimize_gas,21,57,20,2,False,1,2,"[""native""]","[""stable"", ""volatile""]",8418.08,8393.28,coingecko,0.932,1.34,486,True,0.673,telegram,2,Gas-Optimized,,,,swap,multi_hop_swap,cost,moderate,medium,,,,57,0.259,0.29,,,
5000,60000,25559,immediate,536,2.32,2,True,True,True,fastest_execution,21,46,12,21,True,1,1,"[""native""]","[""native""]",10303.33,10259.17,coingecko,0.78,1.71,369,False,0.0,web,1,Gas-Optimized,,,,limit_order,standard_limit,balanced,simple,low,,,,46,0.35,0.245,,,
10000,30000,159175,immediate,673,2.26,2,True,False,False,minimize_gas,11,48,20,21,True,1,2,"[""native""]","[""native"", ""stable""]",2043.37,2053.67,coingecko,0.895,1.35,313,False,0.0,web,4,Gas-Optimized,,,,swap,multi_hop_swap,cost,moderate,medium,,,,48,0.302,0.285,,,
30000,60000,574449,good_til_cancel,633,2.55,2,True,True,False,balanced,27,11,10,52,False,2,2,"[""native"", ""native""]","[""native"", ""volatile""]",31791.51,32424.9,paraswap,0.804,1.61,265,False,0.0,web,2,Reputation-Trust,,,,swap,cross_chain,balanced,complex,high,,,,11,,,0.384,0.34,0.276
15000,600000,449838,good_til_cancel,851,2.46,4,True,False,False,balanced,17,18,10,55,True,3,1,"[""stable"", ""stable"", ""volatile""]","[""volatile""]",70287.96,71044.61,coingecko,0.806,2.12,626,False,0.0,api,3,Reputation-Trust,,,,swap,multi_hop_swap,cost,complex,high,,,,18,,,0.429,0.344,0.227
5000,60000,389533,good_til_cancel,802,2.73,4,True,True,False,minimize_gas,21,21,11,47,True,1,1,"[""native""]","[""volatile""]",75965.95,74687.62,1inch,0.945,2.23,450,False,0.0,mobile,5,Reputation-Trust,,,,complex_defi,split_route,balanced,complex,medium,,,,21,,,0.424,0.32,0.256
5000,60000,23564,good_til_cancel,700,2.15,2,False,False,False,balanced,17,40,20,23,False,1,1,"[""stable""]","[""volatile""]",17666.82,17824.4,coingecko,0.955,1.4,238,True,0.642,web,1,Gas-Optimized,,,,swap,simple_swap,cost,simple,low,,,,40,0.33,0.249,,,
15000,600000,125615,good_til_cancel,743,2.34,2,True,False,True,fastest_execution,26,10,22,42,False,1,1,"[""stable""]","[""volatile""]",68003.69,66244.38,internal,0.876,2.01,346,False,0.0,mobile,0,Reputation-Trust,,,,complex_defi,multi_token,balanced,complex,high,,,,10,,,0.447,0.321,0.232
30000,300000,216517,immediate,806,2.26,4,True,False,False,balanced,21,23,19,37,False,2,1,"[""volatile"", ""stable""]","[""volatile""]",82163.09,82081.21,coingecko,0.869,1.21,193,True,0.707,api,1,Reputation-Trust,,,,complex_defi,split_route,output,moderate,high,,,,23,,,0.385,0.307,0.308
15000,60000,51746,good_til_cancel,645,2.08,3,False,True,False,minimize_gas,18,51,16,15,False,1,1,"[""stable""]","[""volatile""]",19322.43,19065.27,1inch,0.771,1.06,425,False,0.0,telegram,3,Gas-Optimized,,,,complex_defi,aggregated_swap,cost,moderate,low,,,,51,0.309,0.203,,,
60000,60000,166551,good_til_cancel,814,2.87,4,True,True,True,minimize_gas,24,15,21,40,True,2,1,"[""volatile"", ""native""]","[""native""]",62531.41,61720.71,internal,0.822,1.25,359,False,0.0,telegram,0,Reputation-Trust,,,,complex_defi,split_route,balanced,complex,medium,,,,15,,,0.369,0.395,0.236
15000,60000,39073,good_til_cancel,662,2.08,2,False,False,True,minimize_gas,15,54,11,20,False,1,1,"[""native""]","[""native""]",9469.38,9483.01,paraswap,0.955,0.99,233,False,0.0,api,4,Gas-Optimized,,,,swap,multi_hop_swap,cost,simple,medium,,,,54,0.268,0.246,,,
10000,300000,477058,good_til_cancel,886,2.71,2,True,True,False,maximize_output,23,19,20,38,True,2,1,"[""stable"", ""stable""]","[""stable""]",69340.42,68172.12,internal,0.829,1.69,52,False,0.0,api,0,Reputation-Trust,,,,swap,cross_chain,balanced,complex,medium,,,,19,,,0.423,0.372,0.205
15000,60000,152834,immediate,601,2.42,2,True,False,True,minimize_gas,10,56,10,24,False,1,1,"[""stable""]","[""stable""]",1154.72,1142.81,internal,0.9,0.63,85,False,0.0,mobile,2,Gas-Optimized,,,,swap,simple_swap,cost,simple,medium,,,,56,0.266,0.311,,,
60000,120000,564837,good_til_cancel,677,2.4,4,False,True,True,fastest_execution,15,24,8,53,True,1,1,"[""volatile""]","[""volatile""]",14916.3,15084.92,coingecko,0.948,1.3,116,True,0.924,api,2,Reputation-Trust,,,,swap,multi_hop_swap,balanced,complex,high,,,,24,,,0.381,0.378,0.241
3000,300000,128270,immediate,537,2.8,2,False,True,False,maximize_output,43,6,15,36,False,1,1,"[""native""]","[""stable""]",29904.51,29924.91,internal,0.904,1.65,384,True,0.813,telegram,1,Surplus-First,744.3,2.49,1.54,swap,multi_hop_swap,output,moderate,low,0.427,0.328,0.245,6,,,,,
30000,30000,31516,good_til_cancel,967,2.88,2,True,False,True,maximize_output,57,14,15,14,False,3,1,"[""volatile"", ""native"", ""native""]","[""native""]",9989.48,9964.75,paraswap,0.959,2.14,623,False,0.0,api,3,Surplus-First,709.42,7.12,1.16,swap,simple_swap,output,complex,medium,0.402,0.36,0.238,14,,,,,
15000,60000,314230,good_til_cancel,728,2.86,4,True,True,False,maximize_output,27,21,-3,55,True,1,1,"[""volatile""]","[""stable""]",77499.29,76275.38,coingecko,0.978,2.25,160,False,0.0,web,0,Reputation-Trust,,,,limit_order,standard_limit,balanced,moderate,medium,,,,21,,,0.37,0.336,0.294
3000,30000,291731,immediate,902,2.03,4,True,True,True,balanced,58,14,15,13,True,1,1,"[""native""]","[""stable""]",11775.21,11561.56,internal,0.952,1.56,275,True,0.765,telegram,0,Surplus-First,162.45,1.41,1.52,swap,simple_swap,output,complex,high,0.463,0.398,0.139,14,,,,,
10000,120000,182053,immediate,576,2.43,2,False,False,True,minimize_gas,19,47,15,19,True,1,1,"[""native""]","[""stable""]",9513.8,9331.82,1inch,0.837,1.43,408,True,0.734,telegram,4,Gas-Optimized,,,,swap,simple_swap,cost,simple,medium,,,,47,0.292,0.222,,,
3000,30000,203324,fill_or_kill,539,2.64,2,False,False,True,maximize_output,58,15,13,14,True,1,2,"[""stable""]","[""native"", ""stable""]",49128.09,47861.39,1inch,0.711,2.06,274,True,0.727,api,3,Surplus-First,375.61,0.78,0.86,complex_defi,split_route,output,moderate,low,0.456,0.339,0.205,15,,,,,
10000,30000,129411,good_til_cancel,612,2.36,3,False,False,False,minimize_gas,16,52,10,22,True,1,1,"[""stable""]","[""stable""]",802.12,789.89,1inch,0.768,1.56,421,True,0.662,mobile,4,Gas-Optimized,,,,swap,simple_swap,cost,simple,low,,,,52,0.292,0.214,,,
30000,30000,228809,good_til_cancel,539,2.12,2,True,False,False,maximize_output,51,7,17,25,True,1,1,"[""native""]","[""native""]",6871.37,6903.75,1inch,0.789,1.31,90,False,0.0,web,0,Surplus-First,400.08,5.8,1.17,swap,multi_hop_swap,output,complex,low,0.406,0.312,0.282,7,,,,,
3000,60000,100123,fill_or_kill,548,2.48,3,True,False,False,balanced,19,59,20,2,True,1,1,"[""stable""]","[""stable""]",5054.2,5053.28,coingecko,0.948,1.75,255,True,0.893,api,2,Gas-Optimized,,,,complex_defi,aggregated_swap,cost,simple,low,,,,59,0.273,0.245,,,
15000,60000,177547,fill_or_kill,889,2.26,3,True,False,True,fastest_execution,21,25,2,52,True,1,1,"[""stable""]","[""volatile""]",70073.16,68143.17,1inch,0.858,1.25,88,False,0.0,web,0,Reputation-Trust,,,,swap,simple_swap,balanced,moderate,high,,,,25,,,0.423,0.356,0.221
5000,300000,153876,good_til_cancel,822,2.87,4,True,True,True,maximize_output,28,25,-5,52,True,2,1,"[""stable"", ""native""]","[""stable""]",46793.08,45872.81,1inch,0.989,1.46,501,False,0.0,api,0,Reputation-Trust,,,,swap,cross_chain,balanced,moderate,medium,,,,25,,,0.394,0.342,0.264
60000,600000,362746,fill_or_kill,847,2.91,2,True,True,True,balanced,25,23,0,52,True,1,2,"[""volatile""]","[""stable"", ""stable""]",62932.24,63479.04,paraswap,0.884,1.46,190,True,0.672,web,2,Reputation-Trust,,,,swap,cross_chain,output,moderate,medium,,,,23,,,0.398,0.369,0.233
5000,120000,535238,good_til_cancel,604,2.28,2,False,True,False,balanced,16,17,32,35,True,3,2,"[""volatile"", ""stable"", ""volatile""]","[""native"", ""stable""]",14727.95,15020.49,1inch,0.948,1.93,239,False,0.0,mobile,4,Reputation-Trust,,,,swap,simple_swap,balanced,complex,medium,,,,17,,,0.433,0.334,0.233
5000,60000,73877,good_til_cancel,697,2.66,2,True,True,False,maximize_output,29,25,11,35,True,2,1,"[""stable"", ""native""]","[""volatile""]",7352.99,7342.11,paraswap,0.87,1.83,552,False,0.0,web,3,Reputation-Trust,,,,swap,simple_swap,balanced,moderate,medium,,,,25,,,0.375,0.308,0.317
15000,30000,129756,good_til_cancel,567,2.21,2,True,True,False,balanced,41,11,20,28,False,1,1,"[""native""]","[""volatile""]",5851.62,5920.7,coingecko,0.9,1.63,244,True,0.792,telegram,5,Surplus-First,330.33,5.58,1.33,swap,cross_chain,output,moderate,medium,0.414,0.383,0.203,11,,,,,
10000,30000,136424,immediate,515,2.33,2,False,False,False,balanced,11,42,20,27,True,1,1,"[""native""]","[""volatile""]",16864.67,16679.7,coingecko,0.84,1.26,364,False,0.0,api,4,Gas-Optimized,,,,swap,simple_swap,balanced,simple,medium,,,,42,0.26,0.309,,,
5000,60000,157397,good_til_cancel,942,2.26,4,True,False,True,maximize_output,43,13,19,25,True,2,1,"[""native"", ""native""]","[""native""]",7048.64,6850.7,1inch,0.969,1.64,681,True,0.632,web,3,Surplus-First,284.53,4.15,0.4,complex_defi,split_route,output,complex,high,0.443,0.305,0.252,13,,,,,
5000,300000,38033,good_til_cancel,765,2.88,4,True,True,True,balanced,19,11,35,35,True,1,1,"[""stable""]","[""native""]",71322.3,69521.39,coingecko,0.895,1.25,299,True,0.655,web,4,Reputation-Trust,,,,swap,cross_chain,cost,moderate,medium,,,,11,,,0.394,0.386,0.22
5000,30000,110189,good_til_cancel,649,2.35,2,False,False,False,balanced,22,57,15,6,True,1,1,"[""native""]","[""native""]",5639.38,5691.52,paraswap,0.905,1.43,536,False,0.0,web,0,Gas-Optimized,,,,limit_order,standard_limit,cost,moderate,low,,,,57,0.269,0.283,,,
15000,60000,534234,immediate,783,2.43,3,False,False,True,balanced,26,20,7,47,True,2,1,"[""stable"", ""stable""]","[""volatile""]",21136.97,20849.36,internal,0.85,2.23,662,False,0.0,mobile,1,Reputation-Trust,,,,complex_defi,multi_token,cost,complex,medium,,,,20,,,0.37,0.389,0.241
15000,30000,12691,fill_or_kill,578,2.25,2,False,False,False,minimize_gas,12,41,11,36,False,1,1,"[""stable""]","[""stable""]",6998.45,6909.47,internal,0.892,1.49,527,False,0.0,api,3,Gas-Optimized,,,,swap,multi_hop_swap,cost,simple,medium,,,,41,0.305,0.249,,,
5000,30000,167656,immediate,503,2.2,2,True,True,False,minimize_gas,19,42,14,25,True,1,1,"[""native""]","[""stable""]",8045.7,7887.36,1inch,0.771,1.18,374,True,0.791,api,4,Gas-Optimized,,,,limit_order,standard_limit,cost,simple,medium,,,,42,0.311,0.268,,,
10000,600000,493898,immediate,659,2.74,4,True,True,True,minimize_gas,19,22,12,47,True,2,1,"[""stable"", ""volatile""]","[""native""]",61268.14,60073.24,paraswap,0.864,1.42,435,False,0.0,telegram,4,Reputation-Trust,,,,limit_order,stop_loss,balanced,moderate,medium,,,,22,,,0.427,0.362,0.211
15000,30000,244071,good_til_cancel,543,2.97,2,False,False,True,balanced,41,12,10,37,True,1,1,"[""native""]","[""volatile""]",3084.06,3122.6,internal,0.728,2.13,169,True,0.759,telegram,3,Surplus-First,541.98,17.36,0.86,complex_defi,multi_token,output,moderate,medium,0.419,0.31,0.271,12,,,,,
15000,60000,105980,immediate,596,2.41,2,False,True,True,minimize_gas,14,42,17,27,False,1,2,"[""stable""]","[""stable"", ""stable""]",16467.54,16403.37,1inch,0.963,0.76,379,False,0.0,web,2,Gas-Optimized,,,,swap,simple_swap,cost,simple,low,,,,42,0.277,0.226,,,
15000,120000,150585,immediate,830,2.56,3,True,False,False,balanced,23,25,3,49,True,1,1,"[""native""]","[""volatile""]",53547.14,52044.47,coingecko,0.826,1.24,160,False,0.0,api,0,Reputation-Trust,,,,complex_defi,split_route,cost,complex,high,,,,25,,,0.42,0.338,0.242
5000,30000,139178,good_til_cancel,611,2.01,3,False,False,True,fastest_execution,20,42,13,25,False,1,1,"[""native""]","[""volatile""]",2733.04,2728.54,paraswap,0.939,1.58,97,True,0.675,web,3,Gas-Optimized,,,,swap,simple_swap,balanced,simple,low,,,,42,0.299,0.236,,,
60000,60000,180486,good_til_cancel,775,2.4,2,False,True,True,balanced,24,18,16,42,True,1,1,"[""native""]","[""native""]",38416.27,38468.08,coingecko,0.867,1.22,581,False,0.0,web,3,Reputation-Trust,,,,limit_order,stop_loss,cost,complex,medium,,,,18,,,0.36,0.341,0.299
10000,120000,375057,good_til_cancel,758,2.27,3,False,True,False,minimize_gas,28,24,3,45,True,1,2,"[""stable""]","[""stable"", ""native""]",83466.54,85074.96,paraswap,0.874,1.26,358,True,0.854,api,5,Reputation-Trust,,,,complex_defi,aggregated_swap,balanced,complex,medium,,,,24,,,0.448,0.377,0.175
3000,30000,102923,good_til_cancel,773,2.74,2,True,True,False,maximize_output,51,7,13,29,False,1,1,"[""native""]","[""volatile""]",40669.84,40753.24,coingecko,0.813,1.46,103,True,0.617,telegram,1,Surplus-First,51.77,0.13,0.32,limit_order,stop_loss,output,complex,medium,0.482,0.368,0.15,7,,,,,
